rama,area,nombre_grado,descripcion,salidas,centros
Ingeniería y Arquitectura,Ingeniería Agrícola / Alimentaria / Forestal,Ingeniería Agrícola,"A través de esta titulación se estudia la mejor manera de conseguir buenos cultivos y de sa car el mayor rendimiento a las explotaciones ganaderas. Estos estudios profundizan en los diferentes sistemas de riego, de canales y de acequias que deben realizarse en cada caso concreto para conseguir la optimización del producto. También, se adentran en la preven ción de las plagas mediante todos los medios existentes, como insecticidas, herbicidas y otros sistemas que anulen la acción destruc tiva de las plagas en las plantaciones.","Estos titulados podrán actuar en el ámbito de la producción vegetal mediante el cono cimiento, análisis y aplicación de las técnicas que intervienen en la planificación, asesora miento y dirección técnica de explotaciones y viveros agrícolas, con criterios económicos y de respeto al medio ambiente; también po drán aplicar sus conocimientos en el ámbito de la producción animal, a través del conoci miento, el análisis y la aplicación de las bases y las técnicas de esta materia que intervienen en la planificación, asesoramiento y dirección técnica de explotaciones ganaderas; diseñar, planificar, rehabilitar, mantener y conservar parques, jardines y espacios verdes y na turales, y aplicar técnicas de producción de especies ornamentales; concebir, redactar, dirigir y ejecutar proyectos de construccio nes, infraestructuras, equipos e instalaciones circunscritos al ámbito de las explotaciones agrícolas y ganaderas, parques, jardines, es pacios verdes y naturales y entornos someti dos a recuperación paisajística, y de realizar funciones de consultoría, asesoramiento y es tudios técnicos en esos ámbitos.Este grado da acceso al ejercicio de la profesión regulada de Ingeniero Técnico Agrícola.Área de Ingeniería Agrícola / Alimentaria / Forestal Rama de conocimiento Ingeniería y Arquitectura","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 42 / 43 www.etsiaab.upm.es secretaria.alumnos.estsiaab@upm.es"
Ingeniería y Arquitectura,Ingeniería Agrícola / Alimentaria / Forestal,Ingeniería Agroambiental,"El graduado en Ingeniería Agroambiental será un profesional especialmente preparado para trabajar en el campo multidisciplinar de ciencia y tecnología capaces de: desarrollar y aplicar las metodologías propias de la in geniería para valorar, mejorar y gestionar la calidad ambiental y el uso de los recursos en la agricultura, la ganadería, las agroindustrias y el medio rural, así como la producción de energías renovables, incrementando la cali dad de vida de la población; participar en nu merosos campos de proyectos de ingeniería ambiental, gracias a su formación integral y al conocimiento del problema ambiental en su conjunto; valorar y gestionar la calidad am biental y el uso de los recursos en la agricul tura, la ganadería, las agroindustrias, el medio rural y en otras áreas de actividad; evaluar el impacto ambiental y proponer y desarrollar medidas de corrección en la producción agrí cola, ganadera, agroindustrial y en otras áreas de actividad; analizar información cualitativa y cuantitativa ambiental y elaborar modelos para su descripción, simulación, predicción y uso en problemas de ingeniería ambiental; desarrollar múltiples proyectos de obtención de biocombustibles en el amplio campo de la agroenergética.","El Grado en Ingeniería Agroambiental tendrá acceso al Máster en Ingeniería Agronómica, que es la titulación que daría las atribuciones profesionales del Ingeniero Agrónomo. Sus principales campos de actividad profesional son: la biotecnología de vanguardia; ingeniería genética; la industria agroalimentaria; el me dio ambiente y la ordenación del territorio; el agua; las zonas áridas, semiáridas y desérti cas; política, economía y sociología agrarias; la administración y gestión de empresas agro pecuarias; el ingeniero agrónomo como em presario; cooperativas agrarias; investigación agraria en toda su amplitud; la docencia uni versitaria; el mundo comercial; la agricultura sostenible; el desarrollo rural; los nuevos tipos de agricultura. La agricultura de precisión o de gestión integrada; la protección de cultivos, nuevas tecnologías de bajo consumo energé tico, el cultivo hidropónico avanzado; control automático computerizado, soportes físicos y lógicos aplicables a la protección vegetal; el control de plagas, enfermedades y malas hierbas; proyectos, planificación, normaliza ción, organización del trabajo, dirección de obras; energías alternativas agroenergía; el trabajo en equipos multidisciplinares; el ejer cicio libre de la profesión; asesoría agraria.   Por lo tanto, pueden desarrollar sus funcio nes como director de industrias dedicadas a temas agrícolas y ganaderos, técnico de I+D en empresas de fertilizantes y plaguici das, director de departamento en centros de planificación de cultivos, asesor agrícola en cualquier tipo de cultivo, analista de com ponentes químicos en la tierra, planificación de montes y rotulaciones agrarias, jefe de control de calidad en industrias conserveras, lácteas o cualquier tipo de empresa dedicada a la alimentación, jefe y técnico en cualquier departamento o sección en empresas de fa bricación de piensos, jefe de producción en empresas de maquinaria agrícola y de jardine ría, técnico de mejora de productos agrarios, técnico de mejora de ganadería, promotor de rentabilidad en explotación de tierras e ins talaciones agrarias, técnico asesor de cons trucción de instalaciones de riego y analista de maquinaria agrícola. Además, todo tipo de puestos técnicos comerciales relacionados con las áreas agrícolas y ganaderas.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 42 / 43 www.etsiaab.upm.es secretaria.alumnos.estsiaab@upm.es"
Ingeniería y Arquitectura,Ingeniería Agrícola / Alimentaria / Forestal,Ingeniería Alimentaria,"La Ingeniería Alimentaria tiene como objetivo mejorar la calidad y diversidad de los pro ductos que consumimos y también desa rrollar otros nuevos, a medida que cambian nuestros hábitos alimenticios. Por ello estos profesionales serán preparados para: diseñar, planificar y ejecutar procesos de producción y proyectos de ingeniería que permitan que la industria alimentaria garantice la produc ción de alimentos sanos, seguros y saluda bles; aplicar y gestionar el uso de las nuevas tecnologías de elaboración en la industria ali mentaria; implementar y gestionar sistemas de gestión de la calidad en la industria ali mentaria; aplicar a la industria agroalimentaria la formación obtenida, a nivel de procesos de elaboración, conservación y distribución de alimentos, construcción e instalaciones y gestión de la calidad y seguridad alimentaria, con el máximo respeto al medio ambiente.","Estos titulados se dedican a mejorar los re sultados en el tratamiento y almacenamiento de los alimentos, en su transporte y consumo; realizan estudios acerca de la composición y obtención de alimentos y sus derivados, con trolando problemas anexos como higiene o contaminación. Pueden trabajar como especialistas en nutri ción y dietética, técnicos de sanidad pública o en organizaciones que informan al consu midor. Ejercen asimismo las funciones de res ponsables en industrias de alimentación, por ejemplo, en las áreas de control de calidad o de entrada y salida de alimentos. Por lo tanto, pueden desempeñar su actividad profesional en laboratorios de alimentación, empresas de fabricación, conservación y distribución de alimentos, empresas agroalimentarias, sec tores relacionados con la química, biología, sanidad y medio ambiente, así como en la Administración Pública. También pueden de dicarse a la docencia e investigación. Este grado da acceso al ejercicio de la profe sión regulada de Ingeniero Técnico Agrícola.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 42 / 43 www.etsiaab.upm.es secretaria.alumnos.estsiaab@upm.es"
Ingeniería y Arquitectura,Ingeniería Agrícola / Alimentaria / Forestal,Ingeniería Forestal,"El título de Grado de Ingeniero Forestal tiene por objetivo la formación tecnológica, científi ca y económica de profesionales expertos en evaluación y gestión sostenible de las áreas forestales y del medio natural y en la planifica ción y transformación industrial de productos forestales. Los titulados serán competentes en materias como hidráulica, construcción, electrificación, caminos forestales, maquina ria y mecanización, necesarios tanto para la gestión de los sistemas forestales como para su conservación. Posee dos intensificaciones: Explotaciones forestales: El ingeniero de esta especialidad será un profesional con atri buciones en el manejo de recursos forestales y del medio natural, planificación, ordenación y aprovechamiento del monte, gestión de la caza y de la pesca, en el estudio, prevención y corrección de procesos de degradación de los recursos forestales como incendios fores tales, plagas o contaminación. Industrias forestales: El ingeniero de esta especialidad será un profesional con atribu ciones en la transformación de productos forestales maderables y no maderables, pro cesos industriales en la fabricación de papel, manejo de recursos forestales, planificación, ordenación y aprovechamiento del monte.","Estos titulados se ocupan del estudio del me jor aprovechamiento de los recursos foresta les, evaluación y corrección del impacto de las industrias en el medio ambiente, programa ción, organización y ejecución de planes de repoblación, tratamientos selvícolas y piscíco las, explotación y defensa del monte, la caza y la pesca fluvial, y montaje, revisión y empleo de la maquinaria y equipos necesarios para la utilización y transformación de los productos forestales y para la producción de papel. Por lo tanto, desarrollan su actividad profesional en explotaciones forestales, industrias fores tales, del papel, de fabricación de muebles, envases, construcción, industrias químicas, piscifactorías, sector medioambiental y en la Administración Pública. También pueden de dicarse a la docencia y la investigación. Este grado da acceso al ejercicio de la profe sión regulada de Ingeniero Técnico Forestal.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria C/ Jose Antonio Novais, 10 28040 Madrid Tels.: 91 067 14 24 / 56 / 15 10 www.montesymedionatural.upm.es info.alumnadom.montes@upm.es"
Ingeniería y Arquitectura,Ingeniería Agrícola / Alimentaria / Forestal,Ingeniería del Medio Natural © Comunidad de Madrid. Edición:,"El objetivo de este grado es el de formar pro fesionales con una amplia formación cientí fica, tecnológica y socioeconómica, prepa rándolos para su ejercicio en el desarrollo y aplicación de las tecnologías medioambien tales y ecológicas, territoriales y topográfi cas, informáticas, constructivas, hidráulicas, mecánicas, eléctricas y electrónicas, en el ámbito de la gestión, conservación y protec ción del Medio Natural y, en particular, en la corrección de impactos ambientales. Serán especialistas en áreas como: ciencias de la naturaleza, análisis territorial, infraestruc turas en el medio natural, gestión de espacios y especies, valoración económica y ambiental de recursos naturales, evaluación y correc ción de impactos y dirección de proyectos.","Con esta formación, se encontrarán especial mente capacitados para la planificación, di rección y ejecución de estudios ambientales. Integración en equipos multidisciplinares para la elaboración de estudios de impacto am biental y proyectos de medidas correctoras y vigilancia ambiental de obras; la programa ción y dirección de estudios sobre la calidad conservación y gestión de los recursos natu rales; el desarrollo de tecnologías para el uso racional del medio natural y asesoramiento a instituciones, empresas y legisladores.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria C/ José Antonio Novais, 10 28040 Madrid Tels.: 91 067 14 24 / 15 09 www.montesymedionatural.upm.es info.alumnadof.montes@upm.esGrado en Ingeniería del Medio Natural © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Ingeniería y Arquitectura,Ingeniería Ambiental y Química,Ingeniería Ambiental,"El Grado en Ingeniería Ambiental tiene como objetivo formativo general la comprensión de los procesos biológicos, químicos, ecológi cos, económicos, hidrológicos, físicos y so ciales que suceden en la interacción del ser humano con el medio ambiente, con el fin de que los graduados sean capaces de diseñar tratamientos que mitiguen los cambios que introducen en el medio ambiente las activida des industriales, o de transformar productos o procesos para alcanzar un desarrollo sosteni ble, equilibrando racionalmente las necesida des materiales de la sociedad con el respeto al Medio Ambiente. Para todo ello resulta imprescindible un conocimiento de las bases científicas del medio ambiente, un conoci miento global de los problemas de contami nación y calidad ambiental y específicamente, el manejo y aplicación de herramientas y tec nologías de tratamiento disponibles.","Estos titulados alcanzarán los siguientes ob jetivos específicos propios de la profesión de Ingeniero Ambiental: Prevenir los daños ambientales, procurando la protección del entorno y la mejora de la calidad ambiental, frente a problemas inhe rentes al incremento de la calidad de vida o la presión demográfica como la generación de residuos o la contaminación de aguas, aire y suelos. Diseñar, proyectar y operar instalaciones que permitan un mejor aprovechamiento de los recursos naturales y la minimización de las emisiones generadas. Proponer alternativas que eviten la genera ción de contaminación, a través del desarrollo de tecnologías limpias que supongan modi ficaciones de proceso, incluyendo también líneas de reciclado y reutilización.Área de Ingeniería Ambiental y Química Rama de conocimiento Ingeniería y Arquitectura","Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tel.: 91 665 50 61 www.urjc.es escet.estudiantes@urjc.es"
Ingeniería y Arquitectura,Ingeniería Ambiental y Química,Ingeniería Química,"El objetivo fundamental es formar profesio nales que sean capaces de aplicar el método científico, y los principios de la ingeniería y la economía, para formular y resolver proble mas complejos relacionados con el diseño de productos y procesos en los que la materia experimenta cambios de morfología, compo sición o contenido energético. Esto incluye la concepción, cálculo, construcción, puesta en marcha y operación de equipos e instalacio nes donde se efectúen dichos procesos, ca racterísticos de la industria química y de otros sectores relacionados como el farmacéutico, biotecnológico, alimentario o medioambien tal, todo ello en términos de calidad, seguri dad, economía, uso racional y eficiente de los recursos naturales y conservación del medio ambiente y cumpliendo el código ético de la profesión.","Los ingenieros químicos trabajan en un aba nico muy amplio de actividades industria les, aplicando los conocimientos de ciencia y tecnología para solucionar los diferentes problemas de manera eficiente, segura y económica. Trabajan en industrias químicas, farmacéuticas, construcción, papeleras, pe troquímicas, electrónica y microelectrónica, de polímeros, biotecnología, medio ambien te, seguridad, etc. También aplican sus habi lidades de comunicación, trabajo en grupo, conocimientos, métodos y herramientas de gestión de proyectos para trabajar eficazmen te en todos los ámbitos profesionales. Tam bién colaboran en la mejora de las técnicas de procesamiento de los alimentos y de la producción de fertilizantes, incrementando, por lo tanto, la cantidad y calidad de los ali mentos disponibles al mundo. Finalmente, los ingenieros químicos también proporcionan soluciones a problemas ambientales, como la contaminación del aire, la tierra, los ríos, el mar y los océanos, por lo tanto posibilitan un desarrollo económico y tecnológico más limpio y sostenible. La versatilidad de la Ingeniería Química, el ni   vel de formación así como las competencias que se desarrollan hacen del titulado en IQ un profesional adaptable, capaz de insertarse rápidamente en un mercado laboral que pide esta clase de perfil. En cuanto a las salidas profesionales, el ámbi to tradicional del ingeniero químico es la em presa en los diferentes niveles de ingeniería, producción, R+D o gestión. Otras salidas son: Industrias petroquímicas, agroalimentarias, farmacéuticas. Laboratorios e institutos de R+D. Administración. Investigación. Investigación tanto en el sec tor privado como en el público. Empresas de ingeniería. Ejercicio libre de la profesión. Trabajar como ingeniero independiente. Docencia, tanto en educación secundaria como superior. Sector servicios y comercial. Auditoría (energética, ambiental). Asesoramiento en nuevos proyectos, inver siones. Generación de una empresa propia. Estaciones depuradoras de aguas residua les. Este grado da acceso al ejercicio de la profe sión regulada de Ingeniero Técnico Industrial.","Universidad Autónoma de Madrid (Pública) Facultad de Ciencias Edificio de Ingeniería Química Campus de Cantoblanco C/ Marx, 10 28049 Madrid Tels.: 91 497 35 18 / 43 31 / 83 46 www.uam.es informacion.ciencias@uam.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias Químicas Campus Ciudad Universitaria Pza. de las Ciencias 28040 Madrid Tels.: 91 394 43 47 / 51 22 / 41 09 www.ucm.es www.quimicas.ucm.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad C/ José Gutiérrez Abascal, 2 28006 Madrid Tels.: 91 067 67 24 / 64 / 66 / 67 www.etsii.upm.es secretaria.industrial@upm.es   5 Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels.: 91 067 74 24 / 50 / 52 www.etsidi.upm.es secretaria.etsidi@upm.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tel.: 91 665 50 61 www.urjc.es escet.estudiantes@urjc.es"
Ingeniería y Arquitectura,Ingeniería Ambiental y Química,,"El Grado en Ingeniería en Tecnologías Am bientales tiene como objetivo fundamental formar ingenieros capaces de identificar problemas ambientales actuales y conocer y aplicar las tecnologías más adecuadas para su resolución. Ingenieros capaces de mejorar y gestionar procesos, sistemas y productos sostenibles, así como capaces de liderar equipos de tra bajo multidisciplinares y ocupar puestos de responsabilidad en empresas y en los depar tamentos de I+D+i del sector de gestión am biental: residuos, control de la contaminación del agua, suelo y aire, energías renovables, certificación, servicios ambientales, transpor te y edificación sostenibles y en la recupera ción de recursos naturales. El Grado ofrece tres menciones enfocadas a la especialización en la Gestión Ambiental en la Ingeniería Civil, la Ingeniería Industrial y en la Ingeniería de Recursos Naturales, con una vertiente esencialmente aplicada con el obje tivo de proporcionar al estudiante las compe tencias necesarias en estos temas.Grado en Ingeniería en Tecnologías Ambientales Las menciones son las siguientes: Mención : Mención en Obra Civil, Transpor te y Urbanismo. Mención : Mención en Recuperación de Recursos Renovables. Mención : Mención en Generación de Ener gía y Actividad Industrial.","Estos egresados podrán ser especialistas en investigación y desarrollo de nuevas tecno logías aplicadas al medio ambiente; realizar actividades centradas en la gestión sostenible del medio ambiente; proyectos, consultoría, asesoría medioambiental; gestión de resi duos; evaluaciones de impacto ambiental; asesoramiento técnico en plantaciones y proyectos hidrológicos; impacto ambiental de infraestructuras y gestión del transporte; restauración ambiental; gestión ambiental mente sostenible de la industria: prevención y restauración; edificación sostenible; gestión sostenible del transporte; captura del CO así como restauración de agua, suelo y aire con taminados.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria C/ Jose Antonio Novais, 10 28040 Madrid Tels.: 91 067 14 24 / 56 / 91 067 15 10 www.montesymedionatural.upm.es info.alumnadom.montes@upm.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Ingeniería y Arquitectura,Ingeniería Biomédica,Ingeniería Biomédica,"El diseño y los contenidos del grado están orientados para conseguir que el estudian te disponga, al finalizar sus estudios, de las herramientas conceptuales, manuales y téc nicas necesarias y las habilidades propias para mejorar o desarrollar nuevos procesos y servicios industriales y socio sanitarios, para aplicar sus conocimientos a problemas mé dicos reales; todo ello, con un conocimiento de los aspectos principales de los seres vivos y las ciencias de la vida que le permita cola borar con sus colegas biomédicos no solo en las tareas de resolución técnica de los pro blemas que le son planteados sino también en los propios procesos de identificación de los propios problemas, única manera de que las soluciones tecnológicas que produzcan tengan utilidad real. Dedicados igualmente al diseño y construc ción de productos sanitarios y tecnologías sanitarias tales como los equipos médicos, las prótesis, dispositivos médicos, dispositi vos de diagnóstico (imagenología médica) y de terapia. También intervienen en la gestión o administración de los recursos técnicos li gados a un sistema de hospitales. Combinan la experiencia de la ingeniería con las necesi dades médicas para obtener beneficios en el cuidado de la salud.","El Ingeniero Biomédico es un profesional que diseña, construye y pone en marcha equipos a medida para necesidades médicas especí ficas, incluyendo tanto el instrumental (hard ware) como su programación (software); par ticipa en la construcción, venta y “marketing” de equipos biomédicos; entrena a personal médico, paramédico y técnico en hospitales; mantiene y repara equipos de utilización en el área de la salud y en seres vivos; verifica normas de seguridad biológica, microbioló gica, mecánica, eléctrica y sobre radiaciones en general y realiza peritajes y tasaciones re lacionadas con los incisos anteriores.Área de Ingeniería Biomédica Rama de conocimiento Ingeniería y Arquitectura","Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Antonio de Nebrija (Privada) Facultad de CC. de la Vida y de la Naturaleza Campus de La Berzosa C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid) Tel.: 91 452 11 01/ 900 321 322 www.nebrija.com informa@nebrija.es Universidad Autónoma de Madrid (Pública) Escuela Politécnica Superior Campus de Cantoblanco C/ Francisco Tomás y Valiente, 11 28049 Madrid Tels.: 91 497 22 23 / 26 www.uam.es informacion.eps@uam.esUniversidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Ciencias Experimentales Ctra. Pozuelo – Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es   3 Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria Avda. Complutense, 30 28040 Madrid Tels.: 91 067 19 00 / 21 73 www.etsit.upm.es secretaria.alumnos@etsit.upm.es Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus de Alcorcón (también en inglés) Avda. de Atenas, s/n 28922 Alcorcón (Madrid) Tel.: 91 488 89 17 www.urjc.es alcorcon.secretariadealumnos@urjc.es Universidad San PabloCEU (Privada) Escuela Politécnica Superior Campus Montepríncipe Urb. Monteprincipe 28925 Alcorcón (Madrid) Tels.: 91 372 47 00 www.ucpceu.es secretariamonteprincipe@ceu.es"
Ingeniería y Arquitectura,Ingeniería Biomédica,,"La Biotecnología es la tecnología basada en la biología, especialmente usada en agricul tura, farmacia, ciencia de los alimentos, me dio ambiente y medicina. Se desarrolla en un enfoque multidisciplinario que involucra varias disciplinas y ciencias como biología, bioquími ca, genética, virología, agronomía, ingeniería, física, química, medicina y veterinaria entre otras. Tiene gran repercusión en la farmacia, la medicina, la microbiología, la ciencia de los alimentos, la minería y la agricultura entre otros campos. El Grado en Biotecnología pretende formar profesionales capacitados para: evaluar y discernir los diferentes mecanismos molecu lares y celulares responsables de las transfor maciones que llevan a cabo los seres vivos, así como poder desarrollar soluciones alter nativas y novedosas frente a problemas bio lógicos conocidos y/o emergentes; diseñar y realizar experimentos y/o aplicaciones de forma independiente y describir, cuantificar, analizar y evaluar críticamente los resultados obtenidos; desarrollar la investigación biotec nológica (tecnologías y estrategias frontera), de cara a su posterior aplicación; aplicar los Grado en Biotecnología métodos y técnicas en gestión tanto a nivel de investigación como de empresa (elabora ción y gestión de proyectos I+D+i);cubrir la demanda de las empresas biotecnológicas y para el acceso a estudios de posgrado del área.","Estos titulados pueden realizar su actividad laboral en la investigación básica, en la inves tigación aplicada o en la dirección y gestión de la empresa biotecnológica. Esta titulación capacita tanto para la investigación básica en ciencias de la vida como para el desarrollo de procesos industriales a gran escala para la obtención de productos dirigidos a dife rentes sectores económicos. Por lo tanto, pueden desarrollar su actividad profesional en la industria farmacéutica y veterinaria, in dustria agroalimentaria, centros hospitalarios, industria química fina, industria minera, indus trias relacionadas con el medio ambiente e industria microelectrónica. También pueden dedicarse a la docencia e investigación.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 43 www.etsiaab.upm.es secretaria.alumnos.etsiaab.upm.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Ingeniería y Arquitectura,Ingeniería Civil,Ingeniería Civil en Construcciones Civiles,"Estos profesionales se ocupan de la organi zación de obras civiles, de los procedimientos y maquinaria de construcciones necesarias para estas obras, y de los materiales que deben utilizarse en ellas. Los objetivos son: formar a profesionales con una amplia forma ción científica, tecnológica y socioeconómica, preparados para su ejercicio en el desarrollo y aplicación de las tecnologías de la construc ción, la hidrología y los servicios urbanos, en el ámbito de la Ingeniería Civil; comprender los múltiples condicionamientos de carácter técnico y legal que se plantean en la cons trucción de una obra pública; capacitar para emplear métodos contrastados y tecnologías acreditadas, con la finalidad de conseguir la mayor eficacia en la construcción dentro del respeto por el medio ambiente y la protección de la seguridad y salud de los trabajadores y usuarios de la obra pública.","Estos titulados se ocupan de la organiza ción de obras de ingeniería civil, el estudio de las cuencas superficiales y subterráneas, la coordinación del transporte, la realización de peritajes judiciales y el mantenimiento y reparación de inmuebles e infraestructuras de transporte. Por lo tanto, desarrollan su activi dad profesional en el sector de la ingeniería, empresas de construcción, de prefabricados, cooperativas y gestorías de viviendas y Admi nistraciones Públicas. También pueden dedi carse a la docencia y la investigación. Este grado da acceso al ejercicio de la profe sión regulada de Ingeniero Técnico de Obras Públicas y da acceso al máster de Ingeniero de Caminos, Canales y Puertos.Área de Ingeniería Civil Rama de conocimiento Ingeniería y Arquitectura Grado en Ingeniería Civil /","grado en Ingeniería Civil Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Direcciones de los centros donde se imparte el grado en Ingeniería Civil en Construcciones Civiles Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es"
Ingeniería y Arquitectura,Ingeniería Civil,Ingeniería Civil y Territorial,"Esta titulación capacita para la concepción, proyecto, ejecución y mantenimiento de las obras públicas y de toda la construcción en general. Estos titulados serán los encargados de las grandes obras públicas del Estado, ya sea mediante la prestación de sus servicios en la Administración Pública o en empresas con cesionarias que aquella contrate para la rea lización de determinados trabajos. Sus objetivos son formar graduados univer sitarios con preparación laboralmente com petitiva en el ámbito de la ingeniería técnica de Obras Públicas y formación orientada al máster en ingeniería de Caminos, Canales y Puertos, donde el método científico es la base de la enseñanza y del aprendizaje de la téc nica; capacitar para proyectar, inspeccionar y dirigir obras en el ámbito de la Ingeniería Civil; capacitar para la realización de estudios de planificación territorial y de los aspectos medioambientales relacionados con las in fraestructuras en el ámbito de la Ingeniería Civil.","Estos titulados se ocupan de investigar, ase sorar y elaborar proyectos en todo lo refe rente a construcciones de puentes, presas, muelles, carreteras, autopistas, vías férreas y sistemas de evaluación de desechos y de defensa contra inundaciones. También pla nean, organizan y vigilan la construcción, conservación y reparación de dichas obras. Por otro lado, se encargan de la planificación del transporte, gestión de recursos y asesoría urbanística. En consecuencia, desarrollan su actividad profesional en empresas construc toras, de materiales de construcción, hidráuli cas, siderometalúrgicas, de prefabricados, de diseño industrial y de transporte, empresas electrónicas, del sector de la energía, coo perativas y gestoras de viviendas, así como en la Administración Pública, especialmente en el Ministerio de Fomento o en el de Medio Ambiente. También pueden dedicarse a la docencia y a la investigación. Este grado da acceso al ejercicio de la profesión regulada de Ingeniero Técnico de Obras Públicas.","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid Tels.: 91 067 40 24 / 91 067 40 00 www.caminos.upm.es acceso.universidad@upm.es Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos Campus Retiro C/ Alfonso XII, 3 y 5 28014 Madrid 91 067 45 34 www.caminos.upm.es acceso.universidad © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
